,name,speech,session,id
1395,Karen Swager,"[""I think the situation that Joc summarized is valid. There is a little bit more phosphate inventory potentially in the hands of distributors and a little bit more the potash inventory in hands of the producers. Both nutrients though suffered the same impact from the fall - disappointing fall application season. And so it's more of an issue of in whose hands that inventory is held."", ""Overall, globally, I think we have probably seen most of the price impact that we're going to see happen on the phosphate side because we're seeing some turnaround in some of the things such as production curtailments or shutdowns in Australia, Mexico, China helping phosphates and on the potash side, I think you've got less of a global buildup in inventories outside of North America."", ""On the second part of the question on North American K shipments, I'm going to turn it over to Andy.""]",question_answer,MOS_147546
1396,Andy Jung,"[""For North American potash shipments, frankly, we'd see the market as pretty flat, while we show a small decline, that's within the margin for error in our shipment forecast. We expect on-farm demand to remain robust, corn acres likely will be higher, 92 million acres is our current point estimate. So I would look at it more as a flat demand in North America.""]",question_answer,MOS_147546
1397,Operator,['Your next question comes from the line of Joel Jackson with BMO Capital Markets.'],question_answer,MOS_147546
1398,Bria Murphy,"[""This is Bria Murphy on for Joel Jackson. Thanks for taking my question. Just on MicroEssentials, it performed well over the last number of quarters, but you spoke in the past about production limitations there. I know you mentioned in your opening remarks that you're working on addressing these limitations. So if you could elaborate on that? And then how do you expect to continue to drive growth post the patent expiry there? Thanks.""]",question_answer,MOS_147546
1399,Joc O'Rourke,"['Let me say, first of all, we produced over 3 million tonnes of MicroEssentials and sold almost 3 million tonnes of MicroEssentials last year, which means we are getting very close to the 3.5 million tonnes of overall capacity. The way we will address that is, we are now looking at debottlenecking opportunities.', ""And as you get close to 85%-90%, which is where we are of existing capacity, seasonality becomes more of an issue, so we are looking at how we can debottleneck and then we will after that look at what would be the next capital investment required to move MicroEssentials up. I'm going to let Karen talk a little bit about the patent and growth after that.""]",question_answer,MOS_147546
1400,Karen Swager,"[""Joc addressed the growth opportunities potentially debottlenecking to try and get that capacity expanded beyond the 3.5 million tonne capacity today. The other thing that we can do to get beyond the levels we're at is talk about impacting the seasonality for this product, and so we are working on a number of things, moving products into our distribution systems, into storage space to be able to spread out that production and help overcome that seasonality factor and potentially get that operating rate up all the way to its capacity, and then looking at the incremental debottlenecking opportunities."", ""Past the patent expiration, we're continuing to see strong demand and growth in these products and so while patent expiration might be coming up, we still see margins being maintained, price premium being maintained because of the long successful track record of this product. And so we haven't had any margin deterioration, for example.""]",question_answer,MOS_147546
1401,Joc O'Rourke,"['Operator, we still have a couple of questions in the queue. And I would like to see us take both of them, if we can, please.']",question_answer,MOS_147546
1402,Operator,['Your next question comes from the line of Michael Piken with Cleveland Research.'],question_answer,MOS_147546
1403,Michael Piken,"[""Congratulations, Mike, on your retirement. I just wanted to see your comments on Slide 17 with respect to Chinese phosphate demand and the declines that you've seen, is that something that you think is more structural and will continue to go down or they sort of level off from here? And what does that mean over time? Does that mean that China would just end up producing less. I know you talked about the reduction in exports, but just trying to figure out the whole balance of the Chinese market would be great."", 'And then the second thing is, is there a point in time that is two way for the spring demand to fully recover, in other words the weather forecast has been still pretty dismal here for the next few weeks, like how late can we go in the season before we might start to see some declines in applications? Thanks.']",question_answer,MOS_147546
1404,Joc O'Rourke,"[""Mike, I'm going to answer the second one really quickly and hand the first over to Mike. But what I'd say on the first one is, yes, there is always going to be a point where logistics and supply chain may not be able to get enough product into the growing regions fast enough to meet a late spring. And so we could get squeezed a little bit there."", ""But I'm very careful of crying wolf on that one, because I think every year we say that's a possibility. And every year, we find a way to get that product to market. So Mike, Andy, do you want to talk a little bit about Chinese potash and phosphate demand?""]",question_answer,MOS_147546
1405,Michael Rahm,"[""Sure. Let me start and I'll let Andy opine as well. Yeah, if you look at Chinese phosphate shipments of the high analysis products that they peaked a few years ago at about 22 million tonnes, I believe. They are down closer to 16 million tonnes."", ""So we've had a real significant decline in Chinese phosphate shipments and I think the 22 million tonnes was inflated by the fact that there were concerns going back a few years about the security of supply and then whatnot and they did build some strategic reserves in their system and pipeline inventories or channel inventories were very high. They have worked those down."", ""In fact, we think - we think the channel in China is pretty much completely empty at this point given the deferral that has taken place and we think that 16 million tonne mark that we're forecasting this year is kind of the structural, you know, the correct level and while China is trying to reduce or keep flat their overall nutrient use, we do think there's some substitution of low analysis and the K products and single superphosphates, fused magnesium phosphate that are being produced by these very small plants where there, you know, phosphate mine has been shut down for environmental reasons and so forth."", 'So we do think that even though phosphate use may stabilize or even go down a little bit, we do think the high analysis products will continue to be shipped at a rate of about 16 million metric tonnes per year. Andy any other comments? Okay. Andy says, no.']",question_answer,MOS_147546
1406,Operator,['Your final question comes from the line of John Roberts with UBS.'],question_answer,MOS_147546
1407,John Roberts,"['Hopefully a quick one for Clint. Clint, the tax rate guidance for 2019 of low to mid 20s looks OK, but you highlighted volatility and you certainly saw that in the fourth quarter. What would swing you to the low end and what would swing you to the high end of your tax rate range for 2019?']",question_answer,MOS_147546
1408,Clint Freeland,"['Well, John, I think, excuse me - I think the thing to keep an eye on is really the earnings mix in 2019. One of the things that drove the volatility in 2018 was not only the earnings mix between Brazil, Canada, and the U.S., but was also some of the adjustments around our valuation allowances, you know, as we became more profitable, particularly in North America, we were able to use more of the foreign tax credits than we expected and so we had to keep changing some of the valuation allowance levels.', ""The valuation allowance for the general basket of those foreign tax credits has now been fully reversed. So I wouldn't expect that to create any volatility in '19. So I think going forward, the thing to watch really is the mix of earnings between Brazil, U.S., and Canada.""]",question_answer,MOS_147546
1409,Joc O'Rourke,"[""With that, I think we've well and truly used up our hour. So I would like to conclude our call by reiterating a couple of key points. This has been a very strong quarter to cap off a year of accelerating momentum for Mosaic. We are demonstrating the earnings leverage that we've created through business transformation across the company and we are well positioned to create meaningful value in 2019 and beyond."", 'Thank you for joining the call and thank you for your continued interest in Mosaic. Have a great day.']",question_answer,MOS_147546
1410,Operator,"[""This concludes The Mosaic Company's fourth quarter 2018 earnings call. You may now disconnect.""]",question_answer,MOS_147546
1411,Operator,"[""Here with us today, we're very pleased to have them back at our conference, again. We have Joc O'Rourke, who is the President and CEO of Mosaic to present to us. As I think everyone in this room knows, the outlook for phosphate and potash certainly improved as 2018 progressed and it will be interesting to hear the take as we go into 2019. And we've reached the sort of the one year anniversary of the Vale acquisition in Brazil."", 'So let me turn that over to Joc.']",management_discussion,MOS_144541
1412,James O'Rourke,"[""Okay. Thanks, Dan. Thanks, everybody for coming out and listening. Let me just give you the quick forward-looking statement, please read it. We will be making forward-looking statements. The other thing we're now highlighting is we do make non-GAAP estimates and so recognize that those are non-GAAP and we have to acknowledge that."", 'Done. Okay, let me start out by giving you a little bit of a top level highlights of Mosaic and let me start by saying, we are the number one global producer, combined producer of finished phosphates and potash in the world.', ""Number one in phosphates with a capacity of around 16 million tonnes globally, brought operationally by our Vale acquisition, which I'll come back to. And then potash the number four producer with a capacity today of about 11 million tonnes of capacity."", ""The other thing that I think is important to highlight for us is, we are, by a reasonable margin, the number one producer of premium fertilizer products and led by our MicroEssentials product, of course, but now more recently Aspire and I'll come back to that."", 'In terms of distribution, we have distribution assets in some of the key markets, which allow us to have access - clear access to markets that we might not have otherwise had, including India, China and Brazil. But we overall distribute to 40 countries around the world, including a number of countries where we distribute potash through our global marketing company, which is a partnership with Nutrien, the Canpotex corporation, so that services both us and Nutrien.', 'So very international, probably I would say of the fertilizer producers, the most international of them, but also the most ag-centric of the fertilizer companies.', ""As a company, while we're very global though, we have focused on the Americas and the reason that is, is we believe that's where we have the biggest, if you will, home-court advantage. And here in the Americas, we've built a real, what I would call, a real powerhouse and this is important from our positioning."", 'We make 74%, 75% of all the phosphates made in North America. We have approximately 50% of that what is sold in North America from a phosphate perspective and about 40% or so of the potash market in North America and one of the two large North American potash producers, obviously.', ""Our position in Brazil equally strong. We now sell, manufacture or - and import or - and finally sell 9 million of the 35 million or so tonnes of fertilizer that's sold each year in Brazil and so that really makes us pretty powerful in both North and South America. I'll let people get a little bit more settled."", ""In terms of our strategy, we - when I came in a CEO, we developed what we've called our win and grow strategy. And I think that's an important piece that differentiates us as a company. And the reason I say that is we start out by saying the first thing for a major commodity producer is, you've got to have the cost structures, right, and we really focused in on improving our cost structures, transforming our businesses so we'd have the right opportunities to grow."", ""And since then, in a fairly challenging market environment, we've really been able to - and I'll come back to these improvements, but really been able to solidify our business and make that overall business much more competitive, so that we were prepared when the time came to make the strategic move of buying the Vale business."", ""And then equally, I think the skills that we've learnt in terms of transformation and driving cost out of businesses has been very useful in terms of how we've been able to improve the position in Vale and achieve the cost synergies we have in what we now call Mosaic Fertilizantes."", ""So if we look at that from an overall business perspective, we've now had 5 years of transforming the business. I'm going to go through this fairly quickly, but I'll come back to each of these pieces. But really what does it mean?"", ""We've made permanent cost and structural changes to our Phosphate and Potash business that allow them to be much more efficient. With the Mosaic Fertilizantes business and through the acquisition and synergy realizations we've again, strengthened that business greatly."", ""We are developing the Esterhazy K3, which will allow us to eliminate our brine inflow, but also reduce our cost in potash even further, but we haven't left it at the operations as the only place we've looked at cost. We've focused on lowering our SG&A at the same time."", 'And then on the revenue side and the business side, we’ve been greatly growing our premium product portfolio, which has allowed us to improve things on the revenue side, as well as repositioning our balance sheet and making overall a stronger company.', ""So let me come back to that in a little bit of detail. Let's start with the SG&A where if you look back to 2014-ish, sorry, 2013, our SG&A per tonne was around $20 per tonne, today it sits around $12. Part of that has been improving or increasing the number of tonnes that we sell globally, but the main thing even there has been, we've been able to bring on new sales tonnes without increasing our G&A, as a matter of fact, we've cut our G&A significantly even in the face of new tonnes coming - or new businesses coming into the portfolio and higher sales."", ""Excuse me, if we look at our individual businesses, starting with Phosphate, you can see here where our cost of mining rock despite the fact that over time your strip ratios get higher, your distances to your mine get longer, we've been able to really not only hold our cost, but if you look at 2018, our costs are the lowest they've been in over 5 years in both mining and in processing. So we think that is a real indication of what we're capable of in terms of this."", ""In potash, we see much the same thing, our costs have gone from around $130 a tonne down to $80 a tonne of cash cost over the last 5 years. So you can see, we've not only managed the portfolio, but within each of the mines and within the portfolio, we've really managed those costs to drive out significant cost in the business."", 'So where is the next set of improvements going to come from? I think the next set of improvements or the first set of improvements is going to come from the Esterhazy K3, if you will. Here there is going to be substantial cash flow benefits to the business overall.', ""I know this is a little busy to look at here, but if you look at it online afterwards, it really helps show in detail that we've never shown before the progress of the K3 project."", ""And so here what you see is a K3 project, where today we're probably spending $250 million of capital a year and spending $150 million on brine inflow every year. Over the next 5 years, we will reduce, both the capital and the brine inflow to virtually zero improving our overall cash flow as a company by $0.5 million or sorry, almost $0.5 billion, $400 million, at the same time improving our productive capacity of low-cost potash from Canada by 1 million tonne. So this is going to be a real big improver to our Potash business unit."", ""And importantly, for the Esterhazy K3 is this will be one of the lowest cost mines in the world. You're going to have or right near the shaft, it will be the highest tonnage, highest automated mines in the business today. So they've from an efficiency perspective, Esterhazy K3 will absolutely set the standard globally."", 'What does that ultimately mean from a cost perspective? And you can see, what I showed on the previous chart showing 2018 down to 2013 and the improvements in costs there. And so what we expect to see is another step down of somewhere in the range of $10 to $20 per tonne of cash cost as Esterhazy K3 takes over a bigger chunk of our total production.', 'So we expect to see costs in that $50 to $60 cash cost range once this thing is fully completed, which again, like I say, makes it probably one of the most competitive mines in the business.', ""From there, let me move on to the next big transformation of our business, if you will, which is the Fertilizantes business, and as Dan says, as we are coming up on a year of ownership here. And I would say, we can't be anything other than happy with the outcome of what we see."", ""When we first looked at the business, we talked about $75 million of synergies. After taking a harder look, we increased that and then finally, as we actually took a hard look at the business we brought that expected synergy number up to $275 million, which at that time people said was pretty aggressive. As we look at it now we think it was the right number, we think we're going to achieve that. We're not only going to achieve it, we're going to achieve it early. And this year alone, on Vale, year-to-date, we're already over $100 million in synergies and we're expecting to end the year at somewhere in that $140 million to $160 million of synergies."", ""So what we're seeing is a great opportunity in terms of the synergies and they're coming from all areas of the business. They're not just coming from people, but they're coming from the supply chain, from the integration of our distribution business with our production business. They're coming from being able to achieve better pricing in some of our commodities like our feed commodities. They're coming from procurement improvements because of being able to optimize procurement between those two businesses."", ""But altogether, we're really starting to see great accomplishments here, excuse me, and we expect that to be even more impactful next year when we get another, call it, $100 million of synergy in the second year and we'll really start seeing the impact of that business."", ""So I'd like to say we're - we've been really happy with where that business has been. We think even this year, we'll probably have a contribution of somewhere in the range of $0.15 per share of earnings. It'll contribute - the combined business this year will contribute well over $300 million of EBITDA."", ""So for a first year business, we think we've done very well. And those savings by the way are net of the cost to achieve as you can see in this graph. So in every way, we've done better here than we probably expected we would. I don't think we're finding synergies, we didn't expect to find, but we're finding that we can achieve them faster than we originally thought."", 'The next area of revenue side growth and again, these last three are both cost and revenue, but our premium products has been another really substantially successful aspect of our business over the last number of years and maybe massed a bit through the last couple of years, because the market has been poor.', ""But this is a business that has grown from when I started with Mosaic, we were selling probably 400,000 tonnes of premium products, today we are selling close to 2.8 million tonnes of premium product, MicroEssentials in particular. And it's now making up about 30% to 35% of our total production in our Phosphates business unit. So again, it's been a real success story, it's grown at over 10% a year."", ""Now we've introduced it in Brazil and it's taken off extremely well in Brazil. But again, this is the kind of product that we love to talk about, because it's added value to every piece of the value chain. The farmer gets better yield so he likes it. The distributor can - or the distributor or retailer, they can use it as a way of differentiating themselves as a retailer and so that helps them put bigger and better glue on their customers, if you will, and from our perspective of course, our margins are better and it draws more business from our retail and distributor customers."", ""So from that perspective, we think MicroEssentials has been an extremely successful product, not only from the margins it generates directly, but we believe from the ways in which it differentiates our business to our customers. And so from that perspective, we continue to drive this, we don't think the market's anywhere near saturated so we continue to drive the sales here."", 'And probably just as importantly, although some others have made look-alike products, there is yet to be anybody make a look alike product that really competes with MicroEssentials yet whether that be because of our sales experience, whether that be the experience that the retailers and the farmers have had with it, but we have a good first mover advantage here and nobody has been able to replicate it yet.', ""More recently we've added a second line of products, which we call the Aspire line of products, which is a potash, boron and this stage of boron enhanced to potash. And again, that is taking off very well and helping our customers, the farmers do a better job and continue to improve."", ""So that help - this really helps us as a company, three great projects whether it be Fertilizantes, K3 or MicroEssentials and Premium products, but they're all adding not only to the cost side benefits, but to the revenue side benefits. So a much needed or appreciated balance to things."", 'So we had a lot of improvements in the business, including the Vale Fertilizantes, the transformations, the efficiencies in our legacy businesses and of course MicroEssentials, all of those have given us what I would say, substantial market leverage and I think that has really been a good thing for us. And when does that really show up? It starts showing up when the markets start changing.', 'So let me change gears a bit and talk about our two markets particularly. And what we see now is, we see significant improvements in both phosphates and potash. And if I look at it this year particularly, phosphates has been a dramatic - while both, but phosphate first, the dramatic improvement to the market this year. And the catalyst for that was largely our own leadership aspects of idling the Plant City facility last October, November.', ""If you look at this graph, we were in the ballrooms for a couple of years, they are on the idling of Plant City, the market turned and we’ve seen a very good improvement there. We're now starting to see a little bit of the normal seasonal weakness that happens at the end of the year, but we believe phosphates is in a very good position."", ""That market's steadily grown, it's now on the 70 million-tonne range, continues to grow. The supply and demand also continues to be very tight and we think that bodes well for certainly the start of '19 and as we move forward."", 'And this is a good one to talk about the food story on, because I think phosphate demand there, you can really see the food story gets out of vogue from time to time, but the variability in our market has never been a demand driven variability. It has been new supply coming in and the time it takes to actually absorb that new supply. From a demand perspective, we believe the food story is absolutely intact.', 'The world population continues to grow, people continue to eat better and better diets and that continues to drive more demand for food, which drives more demand for fertilizer and we’re really starting to see that, well not starting to see that, but we continue to see that over the long-term in terms of demand for our own products and opportunities.', ""And so here as you look at phosphates, we see a market that's approved greatly and one that we believe will continue to be tight for the next year, 2 years and even 5 year time horizon."", ""Potash much the same interestingly enough, actions taken by Canpotex in 2016 to ration a bit of the potash - international potash market, tightened that market up to a point where you see the turn in 2016 and the constant rise since then. Again, the potash market has grown very steadily at 2.5-ish percent per year, a couple of exceptions in that growth that have thrown off a bit, one was a change to the Indian subsidy system in 2011-'12 and then than the breakup of BPC, the Russian Trade Association in 2013, but other than that, it's been a very steady growth story."", ""And if you look at the graph on the left, which is the pricing, you can see now that the majority of that incremental production that came on in that 2008 to 2012 range has been largely absorbed by the market, and we're seeing healthy return to the kind of pricing, may be not quite to the pricing of the 2014 kind of range, but we're starting to return closer to mid-cycle pricing."", ""As we look forward in potash, we continue to be reasonably bullish on potash as well. The projects, the big projects that were supposed to come on last year or the year before are just coming on now. They're coming on more slowly than expected and we continue to see a tight market for potash and as that market grows, we think that the growth will be more than enough to now absorb any incremental production that will probably come on from either the new Russian production or the new Canadian production that's being done by K+S [ph]."", 'And so we think that market is in good shape. And particularly, when you added to that, the closures of some of the operations like the Sigmundshall mine in Germany, if you look at mines like - or companies like SQM and Shanghai Lake, both are focusing more on lithium, which is reducing the potash output. All of which continues to tighten the potash market, and so we look at potash in a pretty good light.', ""And what I would highlight here is, with our cost structure now, we're starting to see real impact on that. And as you're probably well aware, we've raised our guidance twice this year, a lot of it has been just the earning leverage that we've had with this improving market and really being able to take advantage of it."", ""And if we look at the year-to-date results, this really highlights it, adjusted earnings per share so far this year of $1.35, net income $358 million, adjusted EBITDA year-to-date $1.4 billion. You compare that to last year where we had adjusted EPS of $1.09 for the year, the market improvement and we're really being able to take advantage of it because we've positioned ourselves well to do that."", ""And it really highlights our earnings leverage and of course, if I move to the next one, which is our leverage target debt pay down. What that's translated into is extremely strong cash flow for where we are in the market allowing us to pay down. We committed to paying down $700 million of term loans by the end of 2020."", ""We've, at the end of 3 quarters of 2018, after the purchase of Vale Fertilizantes, we've been able to achieve that and bring our debt levels down - net debt to adjusted EBITDA down to 2.2 this year, which really is well ahead of what the expectations were, and we think that really highlights the earnings capacity but also the cash flow capacity of this business as the markets improve."", 'So with all of that though one of the questions comes down, well what your capital allocation look like? And I want to leave a little bit of time for questions here, but I want to be clear here and just go through the capital allocation philosophy because this has not changed.', ""Our first priority has always been to maintain the financial strength and flexibility of business. That got stretched when we bought Vale's Fertilizantes business, but we believe we've done a lot of work in a short period of time to really bring that back into balance."", ""Our next priority though, if you will, is to sustain our assets. We want to make sure that we're in this for the long-term, so we're not going to skimp on sustaining capital, we want to make sure the business is well maintained. That doesn't mean were going to go crazy on spending sustaining capital, but expect that to stay at a reasonable rate as it did through the bottom of the market cycle and will continue."", ""After that, our philosophy has been and we're - while we're refining and it continues to be, let's make sure we spend the next dollar on what drives the largest shareholder value in terms of the long-term."", ""So whether that is - and that is a balanced approach between what are the organic growth opportunities that might be out there, opportunistic or strategic investments and of course, returning money to shareholders. I think that has to be all done in balance and I think, we've done a reasonable job in the past of making sure we kept that in balance and make no mistake, as we come out of this more difficult market scenario, we expect to have the same level of discipline going forward."", ""And I think that's important to highlight because I think one of the criticisms that can happen for particularly resource companies is, there is a feeling that when there's lots of money around they spend lots of money and when there isn't money around, they save money and that's probably the opposite of the way you should work things. I think when there is lots of money, you should putting it away for a rainy day, and when the rainy day comes that's when the opportunities come."", ""So we're very cognizant of that, we're going to continue to be disciplined, we're going to continue to be conservative. But I think we're also going to continue to look for how we can really deliver new opportunities that improve the company for all of our stakeholders, but particularly our shareholders."", 'So with that, I would like to say thank you for listening for a bit and open it up to questions from the room.']",management_discussion,MOS_144541
1413,Unidentified Analyst,"[""Thanks for the presentation, Joc. On the phosphate side, I think one of the questions that we get all the time is, when does the Chinese export situation change for phosphates? We've seen change in lots of commodity chemicals, but we haven't seen it on the phosphate side, so can you give us an update on how you view that market into 2019?""]",question_answer,MOS_144541
1414,James O'Rourke,"[""Yes. I think so today - I was just in China two weeks ago or three weeks ago or something and I had the opportunity to have dinner with Sinofert, one of the big companies. It's probably one of the worst kept secrets in China, but Sinofert's parent company is Sinochem. Sinochem is going to merge with ChemChina. ChemChina you may well be aware has just bought Syngenta. So they're building what's going to be one of the biggest ag-chem companies almost out there."", ""But I think the lag there, there is no question and you may have seen it yesterday with Andy's presentation that along the Yangtze River, there is a lot of restrictions being put on mining, particularly and processing."", ""Certainly the mining changes have come, but those haven't necessarily cascaded into the processing in the final finished product yet. And I think part of the reason for that is: one, they're working off inventory still, and secondly, the market is up by about $100 on where it was last year. So I think a lot of these people or a lot the Chinese companies are making some money while they can, if you will."", ""But I think there's no question in my mind that the Chinese government is dedicated to these environmental changes they're talking about. They will be shutting down these plants along the Yangtze River and either shutting them down for ever or at least moving them out beyond a certain barrier. And then they will be looking at how they store gypsum and all of that."", ""So I think there is no question that the changes are happening. I think may be the economics of those producers right now is driving that to be somewhat delayed in terms of how it gets manifested in the market. And from our perspective, I think '19, we're still saying there'll be a modest drop in '19 again. And we still believe there will be a modest drop in '18 even though right now it's sort of been flat. They still have the domestic market to supply."", ""And one of the things we want to highlight to everybody is, we talk about this, this is a 27 million tonne phosphate market. We're suggesting what they'll do is probably shut down 3 million to 4 million tonnes of that ultimately. So in other words - or decrease it by 3 to 4 million tonnes, so it won't change the domestic market, but it'll change the export market by 30%.""]",question_answer,MOS_144541
1415,Unidentified Analyst,"['And then on the MicroEssentials, you talked about the growth in that product over the past couple of years, you need to invest more to build capacity in that product. And can your remind us for both MicroEssentials, Aspire, K-Mag, what kind of premium are you able to realize? And how has that varied as the cycle has improved?']",question_answer,MOS_144541
1416,James O'Rourke,"[""So when we announced the MicroEssentials expansion at New Wales, that was a $225 million project done 4 years ago - 3 or 4 years ago. It took our total capacity up to about 3.5 million tonnes. Today we're running at about 2.8 million tonnes. And while we have capacity of 3.5 million tonnes, recognize that's not a perfect number, because during the spring season we run up against capacity constraints and during the off seasons, we probably have some excess."", ""So it's not like you can run steady all year, so we're probably already bumping up against capacity constraints at times. So it won't be that many more years until we have to make some investments. Those investments are - and I'm not avoiding your question, I'll come back to the premiums, but those investments probably will be modest, because I think what we've learnt over time is we've learnt how to operate these plants quite a bit better. So we're actually looking at how we can debottleneck existing plants first and then look at how we invest in new plants after that."", ""In terms of the premiums, today we charge a premium or we achieve a premium of about $40 a tonne for MicroEssentials. And actually our pricing strategy hasn't changed along the way. And I say a $40 premium, let me be clear, a margin premium, because it actually costs a slightly less to make MicroEssentials than it does normal DAP and MAP when - all told, not including the capital charge."", ""So overall, it's about a $30 price premium and about a $10 cost benefit. So overall, we make about $40 a tonne extra on MicroEssentials. And Aspire, I think, we charge about an $80 price premium, but I'm not sure exactly what the cost of boron is in that. So…""]",question_answer,MOS_144541
1417,Unidentified Analyst,['And then maybe just one more. Is there a scenario in which K1 and K2 are operated longer or how hard and fast are those states on the slide? Thanks.'],question_answer,MOS_144541
1418,James O'Rourke,"[""Yes, this is an often asked question, and there is a couple of reasons why K1 and K2 won't operate much past the timing. For one thing, we've stopped doing a lot of the development work or we will stop very soon stop doing the development work in K1 and K2 and move that development work over to K3. So while we're calling a K3 capital really it's offset by a decrease in capital in K1 and K2."", ""So we fully expect that there'll be very little development done, so we'll end up in a spot where we just won't have anywhere to go at the end and to recovery that would be expensive. But the other aspect that we're not increasing our process capacity."", 'So when we built the last expansion of Esterhazy, we built 1 million tonnes of excess processing capacity in anticipation of the K3 mine. The K3 mine will be able to deliver all of the productive capacity to both the K1 and the K2 processing facility.', ""So unless we increase the processing capacity beyond where it is today, K1 and K2 would not be beneficial from a production perspective anyway. So - and with the $150 million of brine cost, that's not that - that's not our best option for production.""]",question_answer,MOS_144541
1419,Unidentified Analyst,"['Joc, thank you for your presentation. Do you think the - both the phosphate pricing and the potash pricing are at their maximum level for the current crop price environment? Is that - has crop pricings now become a ceiling to further escalation on both of these commodities?']",question_answer,MOS_144541
1420,James O'Rourke,"['Well, let me say, in North America, Brazil, most markets, not at all. Neel, again, I use this as an example, my numbers might not be perfect because they change from time to time. But in the Illinois today, a $900 an acre revenue farm. So a 200 and some bushel per acre corn with $900 of revenue, the total cost of phosphate and potash is about $60.', ""So a 50%, even a 50% increase in price has a $20 or $30 impact on the overall profitability. The big costs on those are frankly land rent, seed, fuel, so all of those costs dwarf the cost of the two fertilizers. And the cost of nitrogen is about double that, so let's call it $120. So all of your fertilizer which drives your actual production is actually a pretty small piece of the overall cost."", 'So in those markets, very unlikely. We like to, like in the two, you put all this money into these high-yield crops, you better feed them. Likewise, Brazil will be much the same and the big places, will change, and I think there will be some rationing of product, will be places like India.', ""India is a bit distorted, you've got a weak group here, you've got a subsidy program that is sort of at the whim of the government for both the inputs and for the final product, so in those cases of subsystems farming, yes, you could run into some limitation and you might be even now. But in the broader market, I don't think those are an issue.""]",question_answer,MOS_144541
1421,Unidentified Analyst,"['For the K3 2024, I think you said $250 million capital per year and then $150 million for the brine inflow, is that going to be the $400 million kind of drops down to not zero, but something way down all of a sudden in 2024? Or is that kind of the linearly from some point passing this year start to decline?']",question_answer,MOS_144541
1422,James O'Rourke,"['We will start decreasing our brine inflow costs as early as next year. And when I say that, I say today we do backfilling, we do development for that, we do brine injection, we do pumping, we do grouting, and many of those are long-term defensive moves against the risk.', ""So as that risk reduces so will those costs. So it won't drop from $150 million to zero, it will drop from $150 million to $110 million to $80 million to $70 million to zero.""]",question_answer,MOS_144541
1423,Unidentified Analyst,['And second quick one...'],question_answer,MOS_144541
1424,James O'Rourke,['And capital will be fairly steady I think.'],question_answer,MOS_144541
1425,Unidentified Analyst,"[""Okay. Thanks. I think as part of the Fertilizantes transaction Vale own some of your stock, do they still own your stock? And is there any lockup window? Or any plans for what they'll do with that?""]",question_answer,MOS_144541
1426,James O'Rourke,"[""Yes, there is the normal, there is a 2 year lockup, they own 30 - I think in the end they got 34 million shares, I think. So they own 34 million shares of ours. There is 2 year lockup. They have 2 people on our Board of Directors. Luciano Siani Pires who is the Vale's CFO, who is now on our Board of Directors and Oscar Bernardes who is an independent, but assigned by Vale."", ""If they sell our shares, those people have to resign from the board and if actually, they're going to do any transaction with respect to our shares other than sell them, then they have to also resign from board. So they can't accumulate shares either without agreement at least in the lockup window.""]",question_answer,MOS_144541
1427,Unidentified Analyst,['I think we have time for one more question.'],question_answer,MOS_144541
1428,Unidentified Analyst,"[""Thanks. Can you just comment a little bit more on your capital allocation plan that you just spelled out, specifically your comment around the cash flows you're generating? And the perception is that resource companies, sort of, spend that cash when they generate it and you'd rather save it for a rainy day so?""]",question_answer,MOS_144541
1429,James O'Rourke,"[""Well let me hand this over to Clint to answer that question because I think we've had a lot of discussions on that, and I think he's given it a lot of thought as our CFO. And Clint, do you want to just talk a little bit about that?""]",question_answer,MOS_144541
1430,Clint Freeland,"[""Sure. So I think historically we have tended to target mid-cycle type of leverage metrics and I think we're basically there now. But I think as we go forward, now that we’ve kind of achieved, kind of gotten our balance sheet back to where we like it to be or closer to where we like it to be, I think our objective is to have a much more balanced capital allocation program."", ""Our priority has been debt reduction up until now. I think now we're transitioning more to a more balanced program where we would like to look at some of the high returning project internal investments that we've been seeing. I think there is a modest amount of capital that could be invested at very nice risk adjusted rates of return."", ""So looking at that as part of the capital allocation plan, I think we're also going to be taking a close look at returning capital to shareholders and then also continuing to look at our debt, and thinking about all of those things in a really balanced approach."", ""Also through the lens, this is a very cyclical business, a very cyclical industry. You look back over the last 8 or 10 years our EBITDA has been $3 billion, it's been $1 billion. And so what we want to do is to be sure that throughout the cycle, not just at mid-cycle, not just in better times, but particularly, during trap cycles that we maintain financial strength and flexibility to the extent that we're paying a dividend, we want to be sure that, that's affordable."", ""So kind of with an eye towards all parts of the cycle being sure that we're positioned well not only to sustain the business and grow the business through more difficult periods of time, but also have the flexibility to act during trough periods when opportunities tend to present themselves and being sure that we have the financial flexibility to do that.""]",question_answer,MOS_144541
1431,Unidentified Analyst,['Thanks.'],question_answer,MOS_144541
1432,Unidentified Analyst,['Great. Thank you very much.'],question_answer,MOS_144541
1433,James O'Rourke,"['Thank you, everyone.']",question_answer,MOS_144541
1434,Unidentified Company Representative,"[""So welcome back. Our next fireside chat is with Mosaic. And we are thrilled to have Clint Freeland, the CFO here with us. As well we have Laura, from IR, sitting there in the front row. Let's get started.""]",question_answer,MOS_144007
