row_number,Unnamed: 0_x,name,speech,session,id,Unnamed: 0_y,symbol,quarter,time,title,year
35,2692,Chuck Magro,"[""So, look, the way we're thinking about this in terms of phosphate is it's a synergy simply because we have -- we think we have multiple path. And I have to tell you we're not decided yet, but what we're trying to do is minimize the amount of capital spend. But we have a channel in Western Canada with 280 retail facilities, so we have a captive demand channel there and we are trying to find the lowest cost way to get the finished product into that channel. And then if we repurpose our Redwater facility -- is it exactly $80 million? No, Susan didn't say that. We'll give you the exact numbers probably as soon as we make the final decision. But it's going to certainly be in that ballpark and it's going to be a combination of I think changes, the shipping changes in terms of a margin enhancement from, let's say, the Southeast part of the US and repurposing our Redwater business. We think actually the synergy could be very close to the $80 million, maybe even a bit more. And we're just finishing the analysis on that. Now, to your potash question, obviously it has been a longstanding legacy PotashCorp issue to get Rocanville up to capacity. The difference now in terms of where the synergies lie will be on 2 fronts. When you add Vanscoy into the mix, we are able then to further shift the demand -- because you've got to remember that with the Vanscoy production comes the Vanscoy sales book. And so when you look at that, we need to line up the assets and look at where the cost optimization is. And last year we said it publically Rocanville produced 5 million tones. So if we could get Rocanville up to 6 million tonnes because of the demand we have and then the other lower cost plants, that is clearly an operational synergy without impacting the overall potash market. And that's what we're highly sensitive to. So there is a cost optimization of the network. There is a way to save cost, to share resources, to reduce the overall fixed cost of these facilities by shifting the tonnes and rebalancing the headcount and the fixed cost. So we've said many times in the past that we used to run Vanscoy in what I would consider it to be a fairly unnatural state, because we had one line and we needed to make the spring season. And so overtime cost and things like that were excessive, because we needed to make sure that we delivered the tonnes to the market. All of those cost savings now are going to be part of the synergy bucket and we won't have to run any of our plants in an unnatural state. And once you do that, the costs will come down quite substantially.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
36,2693,Operator,['Our next question comes from the line of Vincent Andrews with Morgan Stanley.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
37,2694,Unknown Analyst,"['This is Neil calling in for Vincent. Do you see any changes in the crop chemical marketing dynamics now that the industry has begun to consolidate, with DuPont and Dow [indiscernible] China?']",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
38,2695,Chuck Magro,"['I will have Mike Frank, our President of Retail, take your question.']",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
39,2696,Michael Frank,"[""At this point in time the companies that have already completed their mergers, really for the 2018 season, it's really a continuation of their 2017 programs. And so we are sitting down with all the companies. I think we've got a new opportunity to create more strategic alignment as this industry consolidates. But in the short-term, we're not seeing any changes per se to their marketing programs on crop protection or other products.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
40,2697,Operator,['Our next question comes from the line of Adam Samuelson with Goldman Sachs.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
41,2698,Adam L. Samuelson,"[""A question on the Retail outlook. And I'm really just trying to get a little bit more on the pieces, the 1.2 to 1.3. There is some growth versus the '17 number. I know there's a small accounting change and how you're going to treat some of the financing, I presume the customers there. But maybe just calibrate kind of the growth in crop nutrients and unit margins versus crop protection with some of the inflation, seeds, operating expenses, impact of tuck-ins from 2018 that should -- 2017 that should impact 2018, et cetera?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
42,2699,Chuck Magro,"[""So I'll have Mike Frank take your question, Adam.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
43,2700,Michael Frank,"[""Well, as you saw on the results, we come out of '17 with lots of momentum. We are growing our share of the market. We're increasing our EBITDA margins to operational excellence and our proprietary business is growing. And so it's really those fundamental strategies that we're going to continue to drive into 2018. We do see some inflationary impacts on crop protection, but it's a bit lumpy. Some products are up 5% to 10%. A lot of products are flat. We expect overall there to be probably a lift in crop protection selling prices of 2% to 3%. Seed, we are expecting seed to be relatively flat to last year. And in crop nutrients, coming out of again the fourth quarter, we had great growth from a volume standpoint and margins were roughly flat. And so we expect that to continue into the spring season in 2018. And again, with our momentum, it's why we're confident that we can drive continued growth in this Retail business.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
44,2701,Operator,['Our next question comes from the line of Jeff Zekauskas with JP Morgan.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
45,2702,Unknown Analyst,['I have a question on the domestic potash market. So the seed and crop [ American ] companies seem to believe that everything will be geared towards the second quarter and that the first quarter will be relatively light in terms orders and shipments. Do you see domestic potash demand follow a similar pattern?'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
46,2703,Chuck Magro,"[""I'll have Jason Newton to take your question.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
47,2704,Jason Newton,"[""I think what we expect to see from a shipment standpoint in North America is pretty similar to what we saw last year. We saw very strong shipments in the first half of the year and we'd expect that to be similar this year. We are seeing as far as weather conditions that it doesn't appear like the applications are starting very early, so I think a pretty seasonal shipment trend in the first half.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
48,2705,Operator,['Our next question comes from the line of Jonas Oxgaard with Bernstein.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
49,2706,Jonas I. Oxgaard,"[""In the last quarter you also had some operational issues in your nitrogen units and now they still seem to be rearing their ugly heads. So what's going on? Is there a continuing issues that we -- it can bleed into Q1 as well?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
50,2707,Chuck Magro,"[""I'll have Harry Deans to talk about what happened in the fourth quarter, but it's an isolated incident. But, Harry, go ahead.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
51,2708,Harry Deans,"[""Yes, we did have some carry over from Q3. As we discussed in the last call, we had a very heavy turnaround program, especially in Alberta. And in Q4, we had the continuation of that, where we took our facility in Joffre down to align with the plant maintenance from our supplier of hydrogen. So what that did for us? It meant that we had a very, very limited amount of inventory to continue the rest of the year with. Also, in our facility down in Borger, in Texas, as you recall, we started that up in January of this year. And as you will find with most of these new plants, there's some tweaking required for a period of time, where there are some things that you actually don't like the way it's operating, there's other things that you want to fix to make the plant more reliable. So we took that opportunity towards the tail end of the year to take that plant down and put some fixes in place to make the plant more reliable. If I look at the January numbers, Jonas, just to get you a feel for where we were running in January, excluding Joffre, as we always do, and excluding Trinidad, we were running about 96% to 97% utilization rate and some plants are setting records. So the investment we put out in the plants to refresh them, particularly in Redwater, are actually paying off, which is very pleasing to see.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
52,2709,Operator,['Our next question comes from the line of Vincent Anderson with â€ŽStifel.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
53,2710,Vincent Alwardt Anderson,"[""I wanted to get your thoughts on the specialty fertilizers market. Obviously, retail investment is the priority, and while specialty nutrients are dwarfed by the NPK business, it's an area you don't have much wholesale exposure and then you actually divested out of it a couple of years ago. So was this purchase in Brazil an indication that you see micronutrients and specialty fertilizers as a place you feel that you need to integrate, and if so, is your preference ultimately to buy a larger scaled asset or are you happy to buy good product profiles like Agrichem and scale production and distribution yourself?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
54,2711,Chuck Magro,"[""Yes, Vincent, it's Chuck. I'll give you the strategic overlay and then I'll have Mike Frank give his perspective as well specific to retail. So you're right, years ago we actually sold -- I guess it was a specialty business, but it was really focused on turf and ornamental and the T&O business isn't really what we do and we actually kept our micronutrients and our coated urea business, our ESN business and the specialty portfolio. And we still have those businesses today and they are good margin makers. So from a specialty perspective, we always start with the farmer and work backwards. So it's not like we want to collect these assets for the sake of building out the portfolio, but we're really focused on the share of wallet for the grower and if we can help them maximize yields. And what we've noticed is that the Loveland type specialty fertilizers are the ones that really have good growth rates, high margins, they fit well with our channel strategy for retail. And that's why we made the Agrichem investment in Brazil, because there's a nice fit there. And maybe I'll have Mike just talk a little bit about that acquisition and what we actually bought.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
55,2712,Michael Frank,"[""Sure, Chuck. So it's clear that the specialty chem nutrient business is growing. In fact, in Q4 with our fall market, we saw growth over 20% in the US and that's products that are being supplied through our Loveland's business. And so as we think about building out our Retail business in Brazil, Agrichem is really a strategic acquisition for us because it really allows us to feed in specialty nutrients into what we want to have as an expanding retail footprint in Brazil. So it's a market, as Chuck said, that's growing. It's adding value for growers and there's nice margins in that product space.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
56,2713,Operator,['Our next question comes from the line of Michael Piken with Cleveland Research.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
57,2714,Michael Leith Piken,['I was wondering if you guys could give a little bit more color on your expectations for when we might see India return to the nitrogen market as well as your outlook for 2018 Chinese urea exports?'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
58,2715,Chuck Magro,"['Jason Newton is in the best position to answer those questions, Michael.']",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
59,2716,Jason Newton,"[""To be honest, a little bit surprised that we haven't seen India come back in, because it's widely expected that they would be in in the last couple of weeks and it hasn't happened. I think it's uncertain whether they really need to come in before March. But we do know that the inventories of urea in India are down significantly year-over-year somewhere between 500,000 and 600,000 tonnes currently, which really supports the outlook for imports in the first half of the year. And we expect the overall imports in India to be relatively flat to where they were last year, flat to slightly higher. In terms of Chinese urea exports, we saw China export 4.6 million tonnes of urea last year. Our expectation this year would be somewhere between 3 million and 4 million tonnes of exports. Now, we know that 1 month can make a big difference with China. But the domestic market is extremely tight currently. They have brought in some imports and some of that has been re-exported. But there is the potential for imports in the first quarter in China. We want to watch that carefully coming out of the holiday season.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
60,2717,Operator,['Our next question comes from the line of Mark Connelly with Stephens.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
61,2718,Mark Connelly,"[""Chuck, we haven't talked about Echelon in a while. I was wondering if you could give us a sense of how farmers are thinking about those products now that they seem to be pinching more pennies.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
62,2719,Chuck Magro,"[""It's a good question. I'll have Mike Frank talk to you about Echelon and basically our whole precision agricultural offering.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
63,2720,Michael Frank,"[""As you probably know, the whole area of digital tools continues to grow and evolve in the marketplace. Our Echelon platform has also continued to grow. We've got over 50 million acres now where we've got growers fields mapped and we're providing recommendations, including variable rate fertilizer recommendations on those acres. Look, as we are kind of stepping back and thinking about our whole digital platform, it's really about combining all of our strengths, the supply chain we have and the footprint we have, the agronomists that we have on the ground, over 3,000, that are really the trusted advisor for our customers and having a full product portfolio and services that we can bring to our customers in combination with the digital platform. We really think that that's the strength of what we bring and that's what farmers need. And so we're going to continue to make investments in digital, build out our Echelon plan, continue to look for ways to partner and acquire technologies to bring -- ultimately to bring it together into solutions. I think a lot of the digital products are still really kind of single solution type products. We're trying to bring it altogether in a way that it makes sense on a farmer's field and across their farm. And so we see a lot of opportunity to continue to invest in this space.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
64,2721,Operator,['Our next question comes from the line of John Chu with Laurentian Bank.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
65,2722,John Chu,"[""So just on the M&A front. I know you're really focused on growing the Retail side of the business whether it's domestically or internationally. But with all the mega mergers going on and even a couple that might be happening soon or rumored to happen soon, there might be some asset divestures in other areas such as seed and crop protection where you can actually add to your product portfolio. So how does that come into play if something like that becomes available and do you change your priorities or is it still going to be focused on the Retail side?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
66,2723,Chuck Magro,"[""So, look, we think we have a very good plan to build out Retail, consolidate the space and create value. And it's a pretty simple plan. We're going to continue to do our tuck-in programs in North America, consolidate the space. We will look at backward integration in terms of the Loveland products portfolio. That has been a huge winner for us and really a key driver of our earnings over the last 2 or 3 years. The international expansion into Brazil now is finally in motion and we've talked about that over the last few years and we see tremendous opportunity in that space. And that's going to be probably the core pillars of growth. Mike did also communicate that we are actively investing in our digital offerings. Like all distribution companies, we're really focused on that as well and you could see us get active in that area as well. Now, to your question on crop protection or seed, we're always looking for parts of portfolios that will fit into our overall offering and drive yields up for our growers and so we would absolutely be interested in parts of those portfolios that would make sense. But we passed on a lot of them over the last few years because we've been selective. But if something came along that would fit with I think our view of where the market is going, what our growers need, we would absolutely look at all of those opportunities.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
67,2724,Operator,['Our next question comes from the line of John Roberts with UBS.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
68,2725,John Ezekiel E. Roberts,"['In phosphates, after you finish the integration, do you still need a more strategic solution in phosphates or is the combination enough here to get the business to where you can just leave it alone for a while?']",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
69,2726,Chuck Magro,"[""Yes, it's a good question, John. So, look, the way we're focused right now is we need to deliver the synergy number that we've put out there and the market is not working entirely with us right now. So we're focused on optimizing what we have and really extracting as much value out of that as we can. Susan mentioned it. I'll just restate it, though. It's prudent after a merger like the one we just went through to look at all of our businesses and determine the long-term strategic fit, what kind of capital or investment would be required to take it to the next level and where the best returns are for our shareholders. And phosphate will be part of that among many other parts of our portfolio and we'll make those decisions sort of as we get through 2018 and into 2019. But I would tell you right now, John, our primary focus is improving the business and getting after the synergies.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
70,2727,Operator,['Our next question comes from the line of Alex Falcao with HSBC.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
71,2728,Alexandre Pfrimer Falcao,"[""I just wanted to understand the difference between your realized prices on phosphates and the apparent strength that you're seeing in benchmark prices. Is there anything particular for this quarter or that's how your portfolio is shaping up?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
72,2729,Chuck Magro,"[""We'll have Susan Jones, our President of Phosphate, take your question.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
73,2730,Susan Jones,"[""Yes, I think, Alex, probably the best way to look at this is you need to really look at it on a margin basis versus realized price basis. So just to give you a sense of -- we obviously are seeing the firm prices right now due to sulfur and ammonia prices increasing. But really from our perspective, it really comes down to the overall margin and that's where we did have good volumes out of our legacy PCS for last quarter, we did see prices rise and we have the seed and industrial businesses a bit more squeezed. But at the end of the day, it comes down to a margins discussion as supposed to just looking at the realized prices.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
74,2731,Operator,['Our final question comes from the line of Duffy Fischer with Barclays.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
75,2732,Duffy Fischer,"[""A question back on Retail. Obviously, you guys have improved that business much faster than the trend line to your 2020 goal would have indicated. One, what has allowed that to happen, and then two, does that mean that where we are at today is a good baseline for continued growth or was there some stuff pulled forward or maybe some stuff that doesn't make the LTM kind of a solid baseline for growth for the next 3 years?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
76,2733,Chuck Magro,"[""I'll have Mike Frank take your questions.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
77,2734,Michael Frank,"[""So I believe clearly the momentum that we have and the strength of our business through the tuck-in acquisition, our proprietary products businesses is a big part of what's driving our EBITDA margin growth. We can continue on that path. And so as we think about the next 3 to 5 years, we believe that we can continue to extend the trend lines that we're seeing. And so we're very optimistic on the future of the Retail business.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
78,2735,Richard Downey,"['Okay, we are on the hour and I thank everyone for joining us today. IR is available for any other follow-up questions. Thank you.']",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
79,2736,Operator,"[""Ladies and gentlemen, this does conclude today's teleconference. You may disconnect your lines at this time. Thank you for your participation and have a wonderful day.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
